TransactionID,Items
899,"juice,cheese,bread,banana,chips,yogurt"
900,"eggs,tea"
901,"banana,chips,juice"
902,"eggs,butter,milk,apples,banana"
903,"bread,juice,milk"
904,"tea,milk,chips,coffee,eggs,butter"
905,"chips,cheese"
906,"bread,apples"
907,"banana,butter"
908,"banana,eggs,milk,bread,juice"
909,"apples,chips"
910,"butter,eggs,juice"
911,"chips,banana,bread,yogurt,apples,coffee"
912,milk
913,tea
914,"yogurt,chips,butter,milk,cheese,eggs"
915,"coffee,eggs,chips"
916,chips
917,"juice,tea,bread,eggs,coffee"
918,coffee
919,"milk,yogurt,juice,chips,bread,cheese"
920,bread
921,"eggs,milk,cheese,butter"
922,"yogurt,milk,banana,butter,tea"
923,"tea,eggs,yogurt,bread"
924,"chips,butter,apples,eggs,milk"
925,"eggs,coffee,milk,cheese"
926,eggs
927,"chips,eggs"
928,"juice,butter,banana,yogurt"
929,milk
930,"butter,yogurt,eggs"
931,"cheese,tea"
932,milk
933,"milk,coffee"
934,"chips,banana,coffee,eggs"
935,"banana,apples,eggs,juice,chips,tea"
936,"bread,yogurt,banana,chips,juice"
937,"eggs,cheese,yogurt,coffee,butter"
938,coffee
939,"milk,eggs,yogurt,cheese,butter,chips"
940,"cheese,coffee,bread,juice,banana,chips"
941,"cheese,bread,banana"
942,chips
943,"tea,coffee,bread"
944,"juice,milk"
945,chips
946,yogurt
947,"chips,milk,juice,bread"
948,"coffee,eggs"
949,"eggs,butter,chips,juice"
950,"coffee,banana,yogurt,milk,butter,cheese"
951,"eggs,banana"
952,"butter,milk,coffee,bread,juice,chips"
953,"chips,juice,milk,bread"
954,"bread,apples,butter,tea,yogurt,eggs"
955,chips
956,"chips,coffee,yogurt,milk"
957,"eggs,butter,cheese,juice,coffee"
958,"apples,coffee,juice"
959,"tea,eggs,chips,banana"
960,"apples,butter,juice,milk,cheese,bread"
961,"juice,apples,bread,cheese,banana,coffee"
962,"eggs,tea,cheese,juice,coffee"
963,banana
964,"banana,chips"
965,"butter,yogurt"
966,"bread,apples,juice"
967,"milk,coffee,yogurt,juice"
968,"cheese,milk,coffee,juice,yogurt,chips"
969,"juice,eggs"
970,coffee
971,"yogurt,butter,bread,apples,chips"
972,"juice,apples,banana,coffee"
973,"eggs,bread"
974,"apples,eggs,cheese,yogurt,juice,coffee"
975,"banana,apples,juice,cheese,eggs"
976,"chips,bread,yogurt,eggs,butter,tea"
977,cheese
978,"cheese,yogurt,banana"
979,"banana,apples,juice,cheese,butter,coffee"
980,coffee
981,"apples,butter,milk,chips,cheese"
982,"yogurt,milk"
983,"bread,eggs,butter"
984,"yogurt,butter"
985,"juice,chips,apples,coffee,tea"
986,apples
987,"juice,apples,banana,milk,bread,eggs"
988,"coffee,butter,milk,cheese,juice,banana"
989,"cheese,coffee,yogurt,chips"
990,"yogurt,bread,butter,cheese,coffee"
991,"banana,cheese,bread,butter,eggs,coffee"
992,"banana,milk"
993,"apples,yogurt,eggs,milk"
994,banana
995,"milk,chips,bread"
996,"bread,banana,coffee,butter"
997,"bread,cheese,butter,yogurt,tea"
998,"apples,butter,chips,bread,yogurt"
999,"coffee,banana,butter,tea,eggs,bread"
1000,"butter,tea,apples"
