product_id,Screen_Appearance,Voice_Clarity,Signal_Receiving_Strength,App_Comaptiability,product_length,product_width,product_thickness,Overall_Quality
192024,Good,SlightlyPoor,Excellent,Poor,4.92,1.93,0.358,Good
181059,Poor,Average,VeryGood,AboveAverage,5.18,2.43,0.348,Good
120788,Poor,VeryPoor,SlightlyPoor,VeryGood,5.76,2.85,0.321,Poor
138529,Excellent,BelowAverage,Good,Excellent,5.4,1.81,0.392,VeryGood
173658,SlightlyPoor,Good,AboveAverage,SlightlyGood,4.77,2.64,0.344,Good
156455,BelowAverage,Good,Excellent,SlightlyPoor,4.74,2.72,0.337,Good
147449,Excellent,VeryGood,AboveAverage,Poor,5.96,2.32,0.361,Good
195195,SlightlyPoor,SlightlyPoor,VeryPoor,Average,5.08,2.8,0.349,Poor
142571,BelowAverage,SlightlyGood,SlightlyGood,Good,5.38,2.78,0.361,Good
196730,SlightlyGood,AboveAverage,Poor,SlightlyPoor,4.28,2.66,0.316,Poor
168154,Good,AboveAverage,SlightlyGood,Poor,4.48,2.62,0.373,Good
156907,AboveAverage,Good,SlightlyPoor,Good,5.82,2.39,0.343,Good
160349,Excellent,Poor,VeryPoor,VeryPoor,5.23,1.91,0.342,Poor
196911,Average,VeryPoor,VeryGood,Poor,6.11,2.05,0.307,Poor
179463,AboveAverage,SlightlyGood,SlightlyGood,Average,5.49,2.88,0.395,Good
144742,VeryPoor,Poor,VeryGood,SlightlyPoor,5.27,2.65,0.369,Poor
135404,SlightlyPoor,SlightlyPoor,VeryPoor,Excellent,5.16,2.18,0.301,Poor
150488,SlightlyPoor,Good,BelowAverage,VeryPoor,5.99,2.45,0.358,Poor
198611,Excellent,Excellent,VeryPoor,Excellent,5.81,2.85,0.315,VeryGood
157249,AboveAverage,VeryPoor,Excellent,BelowAverage,4.55,2.59,0.312,Good
214119,BelowAverage,SlightlyPoor,VeryGood,AboveAverage,5.27,2.89,0.343,Good
186247,Poor,Excellent,SlightlyPoor,BelowAverage,4.89,2.11,0.367,Poor
182923,SlightlyPoor,Good,Good,Poor,5.45,2.09,0.354,Good
207526,VeryGood,Good,VeryPoor,Average,4.55,2.79,0.331,Good
190458,Good,SlightlyGood,AboveAverage,BelowAverage,6.02,2.32,0.31,Good
126169,Good,VeryPoor,VeryGood,AboveAverage,5.61,2.07,0.336,Good
134631,Excellent,Good,VeryGood,SlightlyGood,5.12,2.45,0.302,VeryGood
155021,Good,SlightlyGood,AboveAverage,VeryPoor,5.34,2.47,0.317,Good
150917,Average,Average,SlightlyPoor,Poor,4.49,2.67,0.316,Poor
132533,Excellent,SlightlyPoor,SlightlyGood,VeryPoor,5.55,1.91,0.391,Good
170701,VeryGood,SlightlyGood,AboveAverage,VeryPoor,4.61,2.74,0.362,Good
172306,BelowAverage,AboveAverage,AboveAverage,SlightlyGood,5.51,1.78,0.394,Good
146775,SlightlyGood,Good,AboveAverage,VeryGood,5.7,2.54,0.367,Good
162527,Poor,SlightlyPoor,VeryPoor,AboveAverage,5.61,2.63,0.351,Poor
158207,Excellent,Good,VeryGood,VeryPoor,5.85,2.86,0.3,Good
171959,Good,Excellent,Poor,Average,5.63,2.03,0.387,Good
212208,VeryGood,BelowAverage,Excellent,Average,5.04,2.83,0.383,Good
141584,Excellent,VeryPoor,VeryPoor,Poor,4.25,2.63,0.34,Poor
128712,VeryPoor,VeryPoor,Good,Good,6.11,2.38,0.299,Poor
132617,Excellent,AboveAverage,Average,Poor,4.62,2.55,0.302,Good
213535,Excellent,Poor,VeryPoor,Average,5.74,2.63,0.369,Poor
132576,Good,BelowAverage,Good,AboveAverage,6.2,2.35,0.392,Good
161070,Poor,BelowAverage,Poor,Excellent,6.17,2.85,0.336,Poor
209597,SlightlyPoor,Good,BelowAverage,AboveAverage,5.46,2.8,0.313,Good
150830,VeryGood,Excellent,BelowAverage,VeryPoor,5.07,2.03,0.375,Good
118962,Poor,AboveAverage,Excellent,Poor,5.81,2.73,0.359,Poor
132748,Excellent,VeryGood,BelowAverage,Poor,5.31,1.85,0.35,Good
211301,Good,Average,AboveAverage,BelowAverage,4.84,1.75,0.385,Good
199791,Poor,SlightlyPoor,SlightlyGood,BelowAverage,5.57,2.8,0.32,Poor
129448,BelowAverage,Excellent,BelowAverage,AboveAverage,5,2.05,0.319,Good
174591,Average,Good,BelowAverage,Poor,4.57,2.54,0.298,Poor
118604,Excellent,SlightlyGood,Poor,SlightlyGood,4.44,2.12,0.381,Good
213934,Good,Average,Average,BelowAverage,5.07,2.12,0.322,Good
111325,Poor,Excellent,SlightlyPoor,Excellent,5.05,2.09,0.312,Good
116548,SlightlyGood,Good,Poor,BelowAverage,5.33,2.75,0.312,Good
212332,SlightlyPoor,BelowAverage,Poor,SlightlyGood,4.83,2.8,0.354,Poor
147707,VeryGood,Good,Good,Good,5.48,2.16,0.36,VeryGood
146931,BelowAverage,BelowAverage,SlightlyPoor,AboveAverage,5.96,2.81,0.383,Poor
169722,Good,Average,AboveAverage,AboveAverage,5.9,2.51,0.312,Good
200727,VeryGood,Good,VeryGood,SlightlyPoor,5.32,2.58,0.376,Good
148812,SlightlyPoor,Average,SlightlyGood,Good,5.49,2.21,0.326,Good
177338,SlightlyGood,VeryGood,VeryGood,Excellent,5.75,2.39,0.361,VeryGood
133412,Poor,Poor,Average,Good,5.12,2.28,0.386,Poor
159698,Poor,AboveAverage,SlightlyGood,AboveAverage,4.59,2.71,0.333,Good
133501,Poor,Poor,VeryPoor,VeryGood,6.11,1.82,0.381,Poor
189269,SlightlyGood,AboveAverage,Good,Poor,5.45,2.33,0.33,Good
197097,VeryPoor,Average,VeryGood,Average,5.03,2.72,0.302,Poor
172561,Poor,Good,Average,VeryPoor,5.7,1.87,0.301,Poor
127075,BelowAverage,SlightlyGood,Average,Excellent,6.18,2.58,0.368,Good
156776,SlightlyGood,SlightlyPoor,VeryGood,Excellent,5.61,2.15,0.386,Good
182445,SlightlyGood,SlightlyGood,BelowAverage,Excellent,6.05,2.15,0.338,Good
177016,VeryGood,SlightlyPoor,SlightlyGood,Excellent,4.64,2.81,0.334,Good
187896,Excellent,VeryPoor,VeryPoor,BelowAverage,5.05,2.73,0.345,Poor
148811,Average,AboveAverage,AboveAverage,AboveAverage,4.7,1.87,0.38,Good
149843,SlightlyPoor,Good,SlightlyGood,BelowAverage,4.21,2.13,0.314,Good
210932,AboveAverage,SlightlyPoor,AboveAverage,Excellent,5.18,2.13,0.375,Good
202408,SlightlyGood,Good,SlightlyPoor,Average,5.59,2.85,0.377,Good
136842,AboveAverage,SlightlyGood,SlightlyGood,SlightlyGood,5.15,2.04,0.351,Good
125717,BelowAverage,BelowAverage,VeryPoor,VeryGood,4.78,1.88,0.357,Poor
200491,Excellent,Average,SlightlyPoor,VeryGood,4.92,2.89,0.301,Good
132535,SlightlyGood,Good,Poor,Excellent,5.46,2,0.368,Good
196562,Excellent,Poor,Poor,AboveAverage,4.75,2.63,0.329,Poor
212170,BelowAverage,BelowAverage,BelowAverage,VeryGood,4.89,2.35,0.394,Good
177009,SlightlyGood,SlightlyGood,Average,SlightlyPoor,6.18,1.95,0.375,Good
141942,Good,SlightlyPoor,SlightlyGood,Poor,4.93,2.56,0.325,Poor
211423,Good,Good,Poor,VeryPoor,5.6,1.81,0.38,Poor
176735,SlightlyGood,VeryGood,Average,AboveAverage,4.31,1.98,0.377,Good
114570,SlightlyGood,AboveAverage,Good,BelowAverage,5.16,2.77,0.316,Good
140831,AboveAverage,Poor,Good,Poor,6.02,2.42,0.308,Poor
156024,AboveAverage,Average,Good,SlightlyGood,4.28,1.92,0.393,Good
200446,VeryGood,Excellent,Average,Good,4.49,2.49,0.38,VeryGood
186671,Poor,BelowAverage,Average,SlightlyPoor,4.81,2.66,0.324,Poor
208175,SlightlyGood,Average,Poor,Excellent,5.6,2.4,0.382,Good
174906,Excellent,SlightlyGood,Poor,SlightlyGood,5.09,2.41,0.377,Good
131414,VeryPoor,BelowAverage,VeryGood,SlightlyGood,5.06,2.88,0.353,Good
118089,Excellent,Average,SlightlyGood,Average,4.86,2.16,0.301,Good
172943,Good,BelowAverage,Poor,VeryPoor,5.64,1.78,0.385,Poor
184281,SlightlyGood,Average,AboveAverage,VeryPoor,4.55,2.26,0.387,Poor
155314,VeryGood,Excellent,Good,Average,4.72,2.6,0.386,VeryGood
209109,VeryGood,VeryGood,VeryGood,BelowAverage,5.02,1.79,0.328,VeryGood
120761,SlightlyGood,Poor,Poor,AboveAverage,5.22,1.84,0.336,Poor
157141,Average,SlightlyPoor,BelowAverage,BelowAverage,6.19,2.19,0.298,Poor
122073,VeryGood,BelowAverage,VeryPoor,SlightlyGood,5.71,2.75,0.318,Good
155417,SlightlyGood,VeryPoor,SlightlyGood,VeryGood,4.97,2.48,0.306,Good
165285,Average,VeryPoor,VeryGood,VeryPoor,5.82,1.85,0.377,Poor
199937,Good,BelowAverage,SlightlyGood,SlightlyPoor,5.37,2.88,0.388,Good
192705,Poor,BelowAverage,Good,AboveAverage,5.25,1.81,0.302,Poor
183867,BelowAverage,VeryPoor,Excellent,Poor,5.09,1.98,0.356,Poor
122681,AboveAverage,Excellent,Good,SlightlyGood,4.58,2.21,0.366,VeryGood
126182,VeryPoor,VeryGood,BelowAverage,SlightlyGood,5.81,1.81,0.306,Good
195132,Poor,Excellent,BelowAverage,VeryPoor,5.86,2.1,0.332,Poor
157699,Excellent,AboveAverage,VeryGood,Excellent,5.43,2.41,0.303,VeryGood
148928,BelowAverage,Poor,Good,Good,4.45,2.86,0.302,Good
205549,SlightlyGood,Good,Average,SlightlyGood,6.09,1.99,0.381,Good
206982,VeryPoor,VeryGood,SlightlyGood,Excellent,5.39,1.86,0.382,Good
212046,Average,Excellent,Excellent,Average,6.1,2.68,0.386,Good
199875,VeryGood,Excellent,SlightlyPoor,AboveAverage,5.19,2.72,0.345,Good
143741,VeryPoor,SlightlyPoor,Excellent,Poor,5.3,2.59,0.366,Poor
211009,SlightlyPoor,VeryPoor,Excellent,SlightlyGood,5.6,1.77,0.324,Good
111416,SlightlyPoor,BelowAverage,Excellent,Poor,5.03,1.97,0.392,Poor
193635,SlightlyPoor,BelowAverage,BelowAverage,SlightlyPoor,5.69,1.9,0.352,Poor
140940,VeryGood,SlightlyGood,Excellent,Good,4.78,2.07,0.3,VeryGood
160733,Excellent,Excellent,SlightlyPoor,Poor,5.2,2.49,0.307,Good
144708,Average,Poor,Good,BelowAverage,5.1,2.14,0.338,Poor
129418,SlightlyPoor,AboveAverage,Poor,BelowAverage,5.91,2.48,0.359,Poor
197567,BelowAverage,BelowAverage,Average,Excellent,5.24,2.18,0.303,Good
113341,SlightlyPoor,VeryGood,BelowAverage,Poor,5.23,2.22,0.317,Poor
181128,SlightlyPoor,SlightlyPoor,AboveAverage,AboveAverage,4.35,2.43,0.301,Poor
209866,SlightlyGood,Poor,Poor,Poor,5.21,1.78,0.359,Poor
210527,AboveAverage,SlightlyPoor,SlightlyPoor,SlightlyPoor,5.06,2.84,0.359,Poor
149917,Poor,Excellent,VeryPoor,Average,4.54,1.99,0.361,Poor
210376,AboveAverage,Average,Good,VeryGood,5.54,2.55,0.299,Good
168865,SlightlyPoor,BelowAverage,BelowAverage,BelowAverage,5.87,1.76,0.361,Poor
129782,Excellent,Poor,AboveAverage,Poor,4.91,2.31,0.315,Poor
184941,SlightlyGood,VeryPoor,SlightlyGood,SlightlyGood,4.78,1.85,0.333,Good
168353,SlightlyPoor,Poor,Excellent,Average,4.24,1.75,0.393,Poor
114708,Average,VeryGood,Excellent,Excellent,6.02,2.09,0.391,VeryGood
151676,VeryGood,Excellent,VeryGood,BelowAverage,4.35,1.97,0.342,VeryGood
153522,VeryPoor,Good,Excellent,VeryGood,5.71,1.91,0.331,Good
161309,Excellent,Poor,Poor,AboveAverage,4.6,2.48,0.383,Poor
112398,SlightlyPoor,Poor,VeryGood,SlightlyGood,5.29,2.73,0.345,Good
196349,VeryGood,VeryPoor,VeryPoor,SlightlyGood,5.81,1.78,0.334,Poor
201152,Good,SlightlyPoor,BelowAverage,VeryGood,5.04,2.62,0.345,Good
135635,SlightlyGood,Poor,AboveAverage,BelowAverage,6.2,2.35,0.322,Poor
205194,Excellent,SlightlyGood,Good,BelowAverage,4.31,2.48,0.37,Good
131411,Excellent,Poor,VeryGood,Average,6.08,2.33,0.373,Good
191833,Average,VeryGood,SlightlyGood,Poor,5.54,2.14,0.314,Good
147935,SlightlyGood,Good,BelowAverage,VeryPoor,6,2.05,0.349,Poor
135648,BelowAverage,Average,BelowAverage,Average,5.32,2.66,0.392,Poor
166773,AboveAverage,Excellent,SlightlyPoor,Poor,5.11,2.5,0.302,Good
146311,SlightlyGood,SlightlyGood,SlightlyGood,Average,5.93,1.94,0.396,Good
127513,BelowAverage,Good,Average,SlightlyPoor,5.27,2.68,0.353,Poor
126423,VeryGood,Average,VeryPoor,VeryPoor,5.12,2.63,0.326,Poor
139970,SlightlyPoor,SlightlyGood,Average,Excellent,6.02,2.23,0.313,Good
201845,SlightlyPoor,SlightlyGood,Excellent,Excellent,5.73,2.05,0.338,Good
195569,Excellent,AboveAverage,SlightlyGood,SlightlyGood,4.54,2.78,0.394,Good
161118,VeryGood,SlightlyGood,BelowAverage,BelowAverage,4.72,1.78,0.394,Good
112053,VeryPoor,SlightlyPoor,BelowAverage,Good,5.72,2.09,0.376,Poor
171889,BelowAverage,Excellent,SlightlyGood,AboveAverage,5.22,1.92,0.338,Good
131826,AboveAverage,SlightlyPoor,AboveAverage,Average,6.13,1.78,0.391,Poor
142742,Average,Excellent,Poor,Average,5.97,2.4,0.386,Good
174340,Poor,BelowAverage,SlightlyGood,VeryGood,5.75,2.36,0.39,Good
139199,Poor,SlightlyGood,BelowAverage,Average,5.03,2.03,0.303,Poor
116121,AboveAverage,SlightlyPoor,Good,Average,4.46,2.86,0.341,Good
170104,VeryGood,Poor,Average,Average,5.16,2.33,0.303,Good
179363,BelowAverage,VeryGood,Average,VeryPoor,5.43,2.64,0.333,Poor
211703,Excellent,VeryPoor,Poor,VeryGood,5.53,1.99,0.301,Good
206050,SlightlyGood,SlightlyGood,Good,Poor,5,2.1,0.308,Good
121107,BelowAverage,Excellent,Excellent,Average,5.37,2.47,0.386,Good
145651,SlightlyGood,VeryGood,SlightlyPoor,Average,4.36,2.35,0.31,Good
193513,Average,Good,Poor,BelowAverage,5.46,1.93,0.317,Poor
137311,SlightlyGood,SlightlyPoor,Average,Good,5.52,2.03,0.338,Good
148322,Good,SlightlyGood,AboveAverage,AboveAverage,4.58,2.27,0.33,Good
206926,SlightlyPoor,Poor,BelowAverage,Poor,5.57,2.14,0.311,Poor
127576,SlightlyPoor,Good,Average,BelowAverage,5.39,2.79,0.324,Poor
129296,BelowAverage,VeryGood,Excellent,Average,6.05,2.37,0.382,Good
168678,Poor,VeryPoor,Excellent,BelowAverage,4.86,2.1,0.33,Poor
152091,Average,AboveAverage,Average,Good,5.62,2.4,0.367,Good
164494,VeryGood,Excellent,Good,BelowAverage,5.41,2.08,0.397,VeryGood
167259,VeryPoor,Average,AboveAverage,Excellent,5.26,2.35,0.343,Good
116151,Excellent,Good,AboveAverage,Poor,4.36,1.77,0.35,Good
130876,VeryPoor,AboveAverage,Excellent,Poor,5.7,2.24,0.374,Poor
170578,Poor,BelowAverage,Average,Excellent,5.44,2.61,0.35,Good
126358,Average,VeryGood,VeryPoor,Average,4.66,2.74,0.347,Poor
203342,VeryPoor,VeryPoor,SlightlyPoor,VeryGood,4.42,2.46,0.325,Poor
190453,VeryGood,SlightlyPoor,VeryPoor,SlightlyGood,5.45,2.65,0.305,Poor
134548,SlightlyGood,VeryPoor,AboveAverage,Poor,5.67,2.21,0.339,Poor
160518,Good,VeryPoor,VeryGood,VeryPoor,5.06,2.56,0.379,Poor
168330,Poor,BelowAverage,VeryGood,AboveAverage,4.78,2.29,0.389,Good
170400,Poor,VeryPoor,AboveAverage,VeryGood,4.85,2.29,0.315,Poor
111904,AboveAverage,VeryPoor,Good,Good,5.95,2.19,0.338,Good
162534,BelowAverage,VeryPoor,Excellent,SlightlyGood,5.55,2.48,0.336,Good
128626,AboveAverage,VeryPoor,VeryPoor,SlightlyPoor,5.11,2.4,0.312,Poor
202728,SlightlyGood,Good,Average,Excellent,5.39,1.94,0.309,Good
127748,SlightlyGood,Good,BelowAverage,SlightlyPoor,4.89,2.03,0.326,Good
205395,BelowAverage,AboveAverage,AboveAverage,VeryGood,5.78,2.46,0.358,Good
185676,SlightlyPoor,SlightlyGood,Average,SlightlyPoor,6.03,1.78,0.382,Poor
122528,VeryPoor,VeryGood,Average,Poor,5.55,2,0.331,Poor
179281,Excellent,VeryPoor,Excellent,Good,5.07,2.23,0.33,Good
199631,SlightlyGood,Average,SlightlyGood,AboveAverage,4.42,1.81,0.379,Good
169412,SlightlyGood,AboveAverage,Good,Excellent,4.23,2.74,0.389,VeryGood
199139,Poor,SlightlyPoor,AboveAverage,VeryGood,6.11,2.63,0.301,Poor
130746,Good,AboveAverage,SlightlyGood,Poor,4.39,2.02,0.312,Good
211628,SlightlyGood,Good,VeryPoor,VeryGood,4.23,2.08,0.333,Good
114353,Average,VeryPoor,BelowAverage,Poor,6.09,2.85,0.357,Poor
150537,Excellent,AboveAverage,BelowAverage,VeryGood,5.31,2.85,0.352,Good
132989,Good,Good,AboveAverage,VeryGood,5.6,2.47,0.35,VeryGood
148024,BelowAverage,Average,SlightlyGood,SlightlyPoor,4.68,2.76,0.319,Poor
155448,SlightlyPoor,SlightlyGood,SlightlyPoor,Excellent,4.86,2.38,0.332,Good
156025,SlightlyPoor,Good,Average,BelowAverage,4.9,2.02,0.394,Poor
127290,SlightlyPoor,VeryPoor,AboveAverage,Poor,4.72,2.64,0.317,Poor
170837,Poor,Good,Poor,Excellent,5.15,2.09,0.383,Good
176971,SlightlyGood,Poor,Good,BelowAverage,5.81,2.4,0.315,Good
155561,BelowAverage,VeryGood,Excellent,Poor,5.55,2.41,0.376,Good
173719,Average,AboveAverage,VeryPoor,Average,5.76,2.09,0.371,Poor
183202,Average,SlightlyGood,VeryGood,Poor,4.28,1.92,0.299,Good
158521,SlightlyPoor,AboveAverage,SlightlyPoor,SlightlyPoor,4.78,2.8,0.332,Poor
157664,VeryGood,Average,VeryPoor,VeryPoor,5.64,2.86,0.377,Poor
149226,Excellent,SlightlyGood,Average,SlightlyPoor,4.47,1.9,0.332,Good
211998,AboveAverage,SlightlyPoor,AboveAverage,SlightlyGood,6.2,2.2,0.317,Good
200184,SlightlyPoor,Excellent,SlightlyPoor,VeryGood,5,2.83,0.299,Good
126102,SlightlyPoor,Average,BelowAverage,Average,5.97,2.46,0.311,Poor
188004,SlightlyGood,SlightlyGood,VeryGood,AboveAverage,4.76,2.69,0.38,Good
192078,Average,Excellent,AboveAverage,Good,5.94,2.67,0.385,Good
199753,Good,VeryGood,Excellent,BelowAverage,5.15,2.9,0.33,VeryGood
175881,SlightlyPoor,Poor,VeryPoor,SlightlyPoor,5.41,2.88,0.299,Poor
139566,BelowAverage,SlightlyGood,SlightlyGood,SlightlyPoor,4.52,2.4,0.349,Good
203042,BelowAverage,AboveAverage,Poor,AboveAverage,4.93,2.85,0.348,Poor
166017,Excellent,SlightlyPoor,Poor,AboveAverage,5.45,2.6,0.308,Good
191508,Good,Good,VeryPoor,Poor,5.52,2.13,0.377,Poor
174107,SlightlyPoor,Average,Average,VeryPoor,6.01,2.3,0.387,Poor
128154,Excellent,AboveAverage,Average,AboveAverage,4.52,1.8,0.356,Good
130446,VeryGood,VeryPoor,VeryPoor,Average,5.61,2.19,0.372,Poor
154862,SlightlyPoor,SlightlyGood,AboveAverage,VeryPoor,5.17,2.52,0.386,Poor
168855,SlightlyPoor,AboveAverage,SlightlyGood,Good,5.69,2.44,0.373,Good
144900,SlightlyPoor,SlightlyGood,SlightlyPoor,VeryPoor,5.57,2.25,0.383,Poor
145293,Average,SlightlyGood,BelowAverage,SlightlyPoor,6.1,2.75,0.318,Poor
115871,AboveAverage,SlightlyPoor,Poor,BelowAverage,4.68,1.79,0.324,Poor
192566,AboveAverage,Poor,Average,Poor,4.96,1.75,0.314,Poor
209912,Average,BelowAverage,SlightlyGood,AboveAverage,4.93,2.27,0.305,Good
137776,Good,AboveAverage,Excellent,VeryGood,4.33,2.83,0.359,VeryGood
140612,SlightlyGood,Good,SlightlyPoor,SlightlyPoor,4.24,2.41,0.354,Good
184130,SlightlyGood,Poor,SlightlyPoor,AboveAverage,4.67,1.94,0.315,Poor
167922,Average,BelowAverage,VeryPoor,Average,6.01,2,0.367,Poor
185403,AboveAverage,VeryPoor,BelowAverage,VeryGood,4.93,2.74,0.299,Poor
157593,Excellent,Excellent,SlightlyGood,VeryGood,6.18,2.48,0.337,VeryGood
145113,Average,Good,VeryGood,AboveAverage,5.66,2.63,0.362,Good
206131,BelowAverage,VeryGood,BelowAverage,VeryGood,4.41,2.23,0.345,Good
126556,Good,SlightlyGood,Excellent,Poor,6.07,2.29,0.344,Good
146564,Excellent,BelowAverage,Good,Excellent,6.18,1.83,0.353,VeryGood
129197,VeryPoor,VeryGood,SlightlyGood,AboveAverage,4.26,2.53,0.35,Good
122042,SlightlyGood,Good,Average,VeryPoor,4.87,2.06,0.38,Good
169315,SlightlyGood,SlightlyGood,SlightlyGood,VeryPoor,5.33,2.6,0.383,Good
124039,SlightlyGood,AboveAverage,VeryPoor,VeryGood,4.56,2.01,0.366,Good
146260,VeryGood,Poor,BelowAverage,SlightlyGood,4.52,2.65,0.337,Good
138691,BelowAverage,Poor,Excellent,SlightlyGood,5.78,1.96,0.332,Good
202915,VeryPoor,SlightlyPoor,Good,Excellent,6.17,1.81,0.32,Good
145253,AboveAverage,SlightlyGood,Good,Poor,5.35,2.38,0.355,Good
180628,Good,BelowAverage,SlightlyGood,BelowAverage,5.94,1.99,0.303,Good
168904,Average,SlightlyPoor,VeryPoor,BelowAverage,4.6,2.25,0.368,Poor
160922,SlightlyGood,Excellent,Excellent,VeryPoor,4.73,2.17,0.373,Good
156842,SlightlyGood,AboveAverage,SlightlyPoor,VeryPoor,5.67,2.12,0.334,Poor
136182,SlightlyGood,BelowAverage,Poor,SlightlyPoor,5.07,2.12,0.358,Poor
123881,BelowAverage,Average,VeryPoor,SlightlyPoor,4.87,1.84,0.324,Poor
191209,VeryPoor,AboveAverage,Poor,SlightlyPoor,4.31,2.8,0.355,Poor
187880,Average,Excellent,AboveAverage,Poor,5.12,2.25,0.381,Good
138825,Average,VeryGood,BelowAverage,VeryPoor,5.69,2.46,0.319,Poor
167149,Excellent,AboveAverage,BelowAverage,Good,4.46,1.76,0.352,Good
114398,SlightlyPoor,VeryPoor,Good,VeryGood,4.98,2.8,0.335,Good
155491,Poor,BelowAverage,SlightlyGood,SlightlyGood,4.7,2.86,0.388,Poor
194790,Good,SlightlyPoor,Excellent,BelowAverage,4.68,2.71,0.35,Good
181657,BelowAverage,AboveAverage,Excellent,Good,4.49,2.57,0.344,Good
123973,BelowAverage,Average,BelowAverage,AboveAverage,5.88,2.61,0.386,Poor
204186,Average,Poor,AboveAverage,Excellent,5.4,1.99,0.363,Good
202180,SlightlyGood,VeryPoor,Excellent,Average,5.54,2.55,0.339,Good
214636,AboveAverage,SlightlyPoor,Excellent,Poor,4.87,1.91,0.349,Good
129869,VeryGood,SlightlyPoor,Average,Average,4.52,2.42,0.319,Good
186144,Average,VeryGood,VeryPoor,Poor,5.75,2.09,0.373,Poor
112291,Excellent,BelowAverage,VeryGood,VeryGood,6.09,2.15,0.3,VeryGood
211814,Excellent,VeryGood,Excellent,Poor,4.85,2.64,0.39,VeryGood
183807,Poor,SlightlyPoor,BelowAverage,SlightlyPoor,6.12,2.4,0.334,Poor
157015,SlightlyPoor,SlightlyPoor,SlightlyGood,Excellent,5.85,1.78,0.371,Good
130585,BelowAverage,VeryGood,BelowAverage,Good,5.51,2.05,0.301,Good
113578,AboveAverage,Average,Poor,Poor,5.47,1.82,0.318,Poor
184465,SlightlyPoor,Good,Poor,BelowAverage,4.2,1.84,0.324,Poor
135068,Good,SlightlyGood,VeryPoor,Good,4.4,2.51,0.299,Good
153361,VeryGood,SlightlyPoor,Poor,VeryPoor,4.21,2.55,0.389,Poor
126628,SlightlyGood,Excellent,SlightlyGood,AboveAverage,5.98,2.03,0.392,Good
196126,Good,Good,AboveAverage,Poor,6.14,2.88,0.33,Good
131791,SlightlyGood,Good,Good,VeryGood,4.69,2.24,0.331,VeryGood
142982,VeryPoor,Good,SlightlyGood,VeryPoor,4.8,1.87,0.365,Poor
188302,Average,Average,Good,Good,5.36,2.5,0.387,Good
199766,VeryGood,VeryGood,AboveAverage,Poor,4.53,1.76,0.311,Good
212415,Average,Good,SlightlyGood,SlightlyGood,5.74,2.27,0.335,Good
140101,Good,Average,Excellent,VeryGood,6.16,1.97,0.353,VeryGood
184960,Excellent,Poor,Average,Average,5.45,2.86,0.396,Good
172215,Good,Poor,Average,Average,5.96,1.89,0.387,Poor
161521,VeryGood,Excellent,Good,VeryPoor,4.26,2.12,0.341,Good
123292,SlightlyGood,AboveAverage,Average,Average,4.92,2.69,0.322,Good
123789,Good,VeryPoor,AboveAverage,VeryGood,5.81,2.47,0.388,Good
210598,AboveAverage,SlightlyGood,AboveAverage,SlightlyPoor,5.9,1.79,0.34,Good
159671,Average,SlightlyPoor,SlightlyGood,Good,5.33,1.84,0.342,Good
151965,BelowAverage,SlightlyGood,SlightlyGood,Average,4.59,2.48,0.341,Good
130077,Excellent,Good,VeryPoor,SlightlyGood,6.06,2.37,0.354,Good
213954,SlightlyGood,AboveAverage,VeryPoor,Good,4.57,2.32,0.344,Good
198013,Poor,SlightlyGood,BelowAverage,BelowAverage,4.93,2.71,0.379,Poor
129870,Good,VeryGood,Excellent,AboveAverage,5.06,2.46,0.35,VeryGood
147414,BelowAverage,VeryPoor,Poor,VeryPoor,4.3,2.67,0.318,Poor
159123,VeryGood,SlightlyPoor,VeryGood,Excellent,4.83,1.92,0.326,VeryGood
130471,SlightlyGood,AboveAverage,SlightlyPoor,Poor,4.99,2.46,0.371,Poor
211577,AboveAverage,VeryPoor,SlightlyGood,Good,4.55,2.21,0.33,Good
118836,SlightlyGood,SlightlyGood,VeryPoor,Excellent,4.53,2.67,0.368,Good
209505,BelowAverage,VeryGood,Average,AboveAverage,4.72,2.84,0.374,Good
151725,SlightlyGood,AboveAverage,SlightlyPoor,Poor,5.37,1.87,0.322,Poor
115185,Poor,BelowAverage,VeryGood,SlightlyPoor,6.04,1.94,0.333,Poor
170802,Excellent,Poor,SlightlyGood,SlightlyGood,4.96,2.67,0.328,Good
197528,Good,Average,Average,Excellent,6.14,1.82,0.366,Good
140441,VeryGood,Good,Excellent,AboveAverage,5.22,2.33,0.388,VeryGood
121144,SlightlyGood,Poor,Average,SlightlyGood,5.46,2.46,0.362,Good
180454,SlightlyPoor,VeryGood,VeryPoor,BelowAverage,4.39,2.59,0.357,Poor
185554,AboveAverage,Average,VeryPoor,BelowAverage,6.12,2.18,0.314,Poor
123906,Good,SlightlyPoor,Excellent,Excellent,5.47,2.31,0.303,VeryGood
170463,BelowAverage,Average,BelowAverage,BelowAverage,5.29,2.74,0.338,Poor
197384,AboveAverage,VeryGood,SlightlyPoor,Good,6.13,2.67,0.38,Good
207812,SlightlyGood,VeryPoor,SlightlyGood,Good,4.25,2.38,0.329,Good
179291,Poor,VeryPoor,Good,Poor,4.6,2.58,0.299,Poor
157709,Good,Average,VeryGood,Poor,4.23,2.2,0.394,Good
197113,Poor,VeryPoor,VeryGood,Average,5.22,2.01,0.395,Poor
191797,Good,BelowAverage,Average,VeryPoor,5.56,2.05,0.363,Poor
174637,SlightlyPoor,SlightlyPoor,AboveAverage,BelowAverage,4.35,1.97,0.366,Poor
