transaction_id,amount,transaction_type,account_age_days,location_risk,is_foreign_transaction,is_high_risk_country,daily_transaction_count,fraud
1131,128.525558,online,1915,0.054410128,0,0,3,0
1132,68.49324839,pos,589,0.656656957,0,1,2,0
1133,8.451944724,pos,3232,0.837007796,0,0,3,0
1134,24.86962612,atm,2305,0.373315406,0,0,5,0
1135,114.9670128,atm,3839,0.874576477,0,1,3,1
1136,7.918484019,online,1974,0.213346575,0,0,3,0
1137,190.5198623,online,2056,0.325390424,0,0,3,0
1138,68.34870443,atm,3481,0.150736993,0,0,5,0
1139,65.50551374,atm,2080,0.620559195,0,1,4,0
1140,89.74880766,pos,3053,0.419869591,0,0,3,0
1141,174.1147913,pos,4483,0.613283347,0,0,1,0
1142,42.74181339,pos,1252,0.761674905,0,1,4,1
1143,113.3253898,atm,3796,0.545703016,0,0,1,0
1144,83.4093341,transfer,3823,0.627630355,0,0,7,0
1145,31.06481456,atm,4303,0.935250314,0,0,5,0
1146,210.8911435,atm,3390,0.29906431,0,0,4,0
1147,159.6650134,pos,1781,0.359163939,0,0,7,0
1148,107.4266569,atm,2605,0.717703362,0,0,4,0
1149,190.1005719,online,3689,0.611305517,0,0,7,0
1150,201.9620638,atm,4889,0.178532905,0,1,4,0
1151,123.2245321,atm,1725,0.37614731,0,0,3,0
1152,181.4086851,atm,2785,0.467838013,1,0,1,0
1153,119.5579664,atm,3720,0.419389838,0,1,3,0
1154,113.9874292,transfer,1678,0.178274808,0,0,1,0
1155,96.3936419,atm,449,0.924430092,0,0,4,0
1156,139.7220392,online,4688,0.762318762,0,0,3,0
1157,17.26941755,online,82,0.481355832,0,0,3,0
1158,212.7546318,atm,1407,0.680061028,0,0,3,0
1159,205.4503322,pos,1481,0.897282672,0,0,2,0
1160,2.968351154,transfer,1080,0.136174142,0,0,4,0
1161,174.7647376,atm,3599,0.250373051,0,0,6,0
1162,13.79639074,atm,4515,0.542701247,0,0,1,0
1163,40.81469825,atm,4184,0.799010371,0,0,6,0
1164,136.0658803,pos,3681,0.036254895,0,0,7,0
1165,17.52584347,pos,2704,0.98401815,0,1,2,1
1166,170.3567422,pos,4311,0.454906603,0,0,3,0
1167,178.4590297,transfer,3757,0.359231141,0,1,1,0
1168,70.81953053,online,1759,0.292724438,1,0,2,0
1169,0.640634862,transfer,2600,0.174356708,0,0,2,0
1170,33.83273427,pos,2551,0.791573909,0,0,3,0
1171,95.95294944,online,3854,0.955414165,0,0,3,0
1172,397.3163468,online,2747,0.413644755,1,0,4,0
1173,99.91657491,pos,2293,0.952420695,0,1,0,1
1174,30.0839697,pos,1502,0.823797615,0,0,2,0
1175,100.5137528,transfer,4405,0.481051127,0,0,3,0
1176,77.64970068,pos,231,0.674026179,0,0,4,0
1177,151.342523,online,4251,0.434984179,0,0,1,0
1178,11.31470173,atm,1199,0.558723408,1,0,1,0
1179,143.1408481,pos,115,0.058046337,1,0,3,0
1180,77.92860191,pos,1414,0.696263475,0,0,3,0
1181,329.6621278,transfer,4407,0.052824644,0,0,3,0
1182,41.835609,transfer,993,0.817084947,1,1,4,1
1183,100.1363697,pos,2348,0.824946929,0,0,2,0
1184,268.8660976,online,1042,0.237077288,0,0,4,0
1185,10.81529977,online,12,0.323662781,0,0,5,0
1186,276.8253927,atm,3677,0.481310379,0,0,5,0
1187,116.4385884,pos,4826,0.596662907,0,0,5,0
1188,7.024765029,transfer,3066,0.287353662,1,0,1,0
1189,35.80524164,online,2037,0.592486405,0,0,1,0
1190,123.1590995,atm,3047,0.297787073,0,0,1,0
1191,6.972592739,pos,2351,0.055490721,0,0,5,0
1192,87.26817291,online,541,0.00252755,0,0,5,0
1193,42.44691315,pos,2861,0.101151058,0,0,5,0
1194,96.99961905,pos,77,0.7922507,0,0,1,0
1195,4.682123928,online,3068,0.961431312,0,0,2,0
1196,205.2112845,online,24,0.426966199,0,0,3,0
1197,363.0194375,online,676,0.512683953,0,1,3,0
1198,346.9835664,pos,2395,0.146848169,0,0,3,0
1199,138.4902657,pos,4268,0.551031353,0,0,3,0
1200,13.93611988,atm,3399,0.144654902,0,0,1,0
1201,141.9905731,transfer,2760,0.611214331,0,0,2,0
1202,2.489422228,pos,489,0.933258668,0,0,1,0
1203,2.237194773,transfer,1486,0.195698539,0,1,3,0
1204,39.09857702,online,3660,0.764563718,0,0,6,0
1205,67.06876749,pos,3236,0.023502423,0,0,4,0
1206,147.1448923,atm,2420,0.375497241,0,0,5,0
1207,114.9785727,atm,3496,0.110748508,0,0,3,0
1208,59.04149874,transfer,757,0.352475442,0,0,1,0
1209,31.96911626,online,2525,0.17353692,0,0,2,0
1210,585.1528762,transfer,4251,0.37330499,0,0,5,0
1211,55.54417901,online,257,0.417522806,0,0,7,0
1212,60.03620484,atm,1780,0.300591123,0,0,5,0
1213,17.86767925,transfer,4770,0.656621949,0,0,3,0
1214,158.3816701,atm,2116,0.918852051,0,0,4,0
1215,118.3132238,atm,3349,0.400595374,0,0,2,0
1216,24.94485295,online,4769,0.192343156,0,0,3,0
1217,8.59730569,transfer,1473,0.270722758,0,0,4,0
1218,114.0995821,transfer,259,0.854000823,1,1,1,1
1219,106.2795094,atm,4076,0.571639723,0,0,4,0
1220,31.91858487,atm,307,0.455011032,1,0,4,0
1221,301.3154406,online,1119,0.149636722,0,0,1,0
1222,16.37642832,pos,3018,0.449727308,1,0,0,0
1223,56.62234725,pos,4342,0.278492003,0,0,2,0
1224,287.5568433,atm,2781,0.943163128,0,0,3,0
1225,54.42571427,pos,1659,0.884070109,0,0,4,0
1226,101.7565018,pos,187,0.083902542,0,0,3,0
1227,50.6824303,pos,1798,0.516653489,0,0,3,0
1228,32.05017301,pos,925,0.225058346,0,0,2,0
1229,413.3770529,atm,785,0.41077709,1,0,3,0
1230,52.65045758,pos,3445,0.876847998,0,0,4,0
1231,224.5252507,pos,3197,0.52751452,0,0,6,0
1232,26.13058125,online,1361,0.334215293,0,0,3,0
1233,23.96600814,atm,341,0.207888354,1,0,5,0
1234,3.16290491,transfer,563,0.800324859,0,0,3,0
1235,105.4595859,transfer,4747,0.624518015,0,0,3,0
1236,45.96990542,online,3000,0.46806546,0,0,2,0
1237,199.7738059,online,1194,0.217484354,0,0,3,0
1238,64.09531147,atm,3111,0.334246374,1,0,2,0
1239,344.8082341,transfer,69,0.959843427,0,0,2,0
1240,20.52121783,pos,2429,0.520089938,0,0,5,0
1241,202.9685505,online,3599,0.400699281,0,0,4,0
1242,149.8777305,transfer,2373,0.521422042,0,0,0,0
1243,147.3692044,atm,4557,0.778988506,0,0,2,0
1244,186.2932611,pos,844,0.340108937,0,0,4,0
1245,143.1392113,atm,574,0.178706121,0,0,5,0
1246,98.40887504,online,4215,0.584936118,0,0,2,0
1247,14.06939859,transfer,2597,0.665204103,0,0,2,0
1248,3.306691335,transfer,4742,0.712718003,0,0,4,0
1249,253.6383302,transfer,1479,0.881987591,1,0,3,0
1250,95.88076894,transfer,2074,0.371174121,1,0,4,0
1251,159.2272539,pos,1514,0.075354896,0,0,2,0
1252,65.68583603,pos,969,0.958348584,0,0,4,0
1253,12.47791642,atm,2197,0.435011927,0,0,2,0
1254,13.37437491,pos,1512,0.62325751,0,0,0,0
1255,115.6978815,online,655,0.666305323,0,0,3,0
1256,56.26557199,online,2993,0.546513709,0,0,3,0
1257,22.37996749,transfer,4651,0.20525753,0,1,5,0
1258,67.64760134,online,4521,0.75514305,0,0,6,0
1259,6.636305079,atm,293,0.803751974,0,0,2,0
1260,87.22054323,pos,2602,0.552975586,0,0,10,0
1261,31.33327966,pos,4527,0.488561161,0,0,3,0
1262,159.730729,pos,4413,0.113938183,0,1,1,0
1263,37.15883972,online,4494,0.083951661,0,0,5,0
1264,60.73735092,pos,1589,0.339564846,0,0,3,0
1265,1.168858605,transfer,596,0.310846156,0,0,2,0
1266,7.520522231,transfer,2594,0.953656451,0,0,2,0
1267,49.83924971,transfer,2124,0.783622742,0,0,6,0
1268,65.38088488,online,1944,0.659924295,0,0,1,0
1269,91.63421035,pos,916,0.517648089,0,0,2,0
1270,34.48347151,online,3870,0.167367531,1,0,5,0
1271,118.7384114,pos,2795,0.978456672,0,0,2,0
1272,196.6987504,atm,3079,0.375040698,0,0,4,0
1273,151.3450639,atm,976,0.106925602,0,0,3,0
1274,4.04250164,online,1076,0.493798896,0,0,3,0
1275,65.49018415,transfer,2990,0.873998012,1,0,3,0
1276,11.08535508,online,3468,0.887291002,0,0,1,0
1277,27.71312828,transfer,1452,0.010965916,0,0,1,0
1278,431.7182655,pos,3824,0.886295745,0,0,4,0
1279,15.37289022,transfer,3933,0.271484217,0,0,4,0
1280,69.09259562,transfer,2029,0.038972364,1,1,2,0
1281,96.2742435,pos,363,0.84779027,0,1,4,1
1282,121.2223315,atm,2430,0.863866756,0,0,2,0
1283,82.0182424,pos,3633,0.59623108,1,0,2,0
1284,0.981889538,online,2319,0.574433757,0,0,3,0
1285,39.5209836,online,3086,0.813120273,0,1,3,1
1286,72.92130936,online,2346,0.786309553,0,0,2,0
1287,9.19689171,online,3599,0.890105473,0,0,2,0
1288,43.17478911,online,4330,0.552747448,0,0,2,0
1289,3.376684571,atm,1732,0.967647093,0,0,1,0
1290,8.183768961,atm,27,0.996146831,0,0,2,0
1291,50.57108535,transfer,93,0.11654461,1,0,3,0
1292,14.23885059,online,2665,0.84954376,0,0,1,0
1293,83.82674039,pos,309,0.499822258,0,0,3,0
1294,116.9458563,online,52,0.387566338,0,1,1,0
1295,161.2375719,atm,319,0.61307231,0,1,1,0
1296,22.33313743,online,1993,0.055965557,0,0,3,0
1297,18.33011351,atm,4277,0.506461119,1,0,4,0
1298,11.04488173,transfer,3892,0.87089057,0,0,7,0
1299,101.1784115,transfer,4743,0.213461516,1,0,2,0
1300,122.579494,transfer,3957,0.426389895,0,0,3,0
1301,3.209574674,atm,2693,0.939480888,0,0,2,0
1302,275.2194054,online,3019,0.428563838,0,0,4,0
1303,5.337048568,online,2025,0.358367632,0,0,1,0
1304,77.93508881,pos,4432,0.440536648,0,0,3,0
1305,123.4640004,atm,1526,0.519452767,0,0,6,0
1306,204.7703552,pos,1279,0.631991344,0,0,1,0
1307,125.2067473,transfer,514,0.800692801,1,0,4,0
1308,161.8115873,online,4338,0.452102206,0,0,3,0
1309,41.46827491,atm,1734,0.817480935,0,0,3,0
1310,168.6454569,pos,3371,0.533720661,0,0,2,0
1311,8.350644976,pos,3922,0.33848051,0,1,3,0
1312,225.2050319,pos,2501,0.657950828,0,0,4,0
1313,79.31716829,online,3465,0.717722255,0,0,1,0
1314,169.989761,online,2260,0.558048976,0,0,3,0
1315,60.20609719,online,4764,0.056614973,0,0,4,0
1316,103.1639002,atm,4690,0.169882875,1,0,4,0
1317,74.7397814,online,2660,0.285297721,1,0,3,0
1318,131.5237835,atm,256,0.282625606,0,0,2,0
1319,8.515489989,pos,1503,0.6734208,0,0,4,0
1320,6.225003132,pos,4657,0.018348662,0,0,6,0
1321,28.38271575,transfer,2111,0.755681777,0,0,3,0
1322,17.38114865,online,407,0.265342475,0,0,7,0
1323,205.4035557,pos,2850,0.310021846,0,0,3,0
1324,24.74541582,online,3177,0.527909828,0,0,2,0
1325,372.4102809,atm,1861,0.215925601,0,0,2,0
1326,41.08231243,pos,4355,0.884471314,0,0,5,0
1327,20.1037104,online,723,0.085368779,0,0,4,0
1328,155.9213098,pos,1283,0.444382362,0,0,1,0
1329,107.5016205,pos,614,0.849422269,0,0,3,0
1330,68.95451087,online,3332,0.615843894,0,0,1,0
1331,81.04982991,pos,3117,0.292329516,0,0,5,0
1332,127.011894,pos,1979,0.420760208,1,0,4,0
1333,25.93599457,pos,813,0.70669438,0,0,0,0
1334,560.8631232,pos,1787,0.973260743,0,0,2,0
1335,368.0639978,atm,331,0.893138718,1,0,2,0
1336,105.075309,pos,2213,0.342432808,0,0,3,0
1337,22.25717785,transfer,1217,0.998197879,1,0,6,0
1338,114.0147795,pos,4483,0.003504664,0,0,3,0
1339,7.493737183,online,3338,0.027629756,0,1,3,0
1340,3.113211652,transfer,2376,0.823840515,0,0,3,0
1341,29.79787531,atm,1241,0.199462687,0,0,3,0
1342,62.10553019,transfer,320,0.060769268,0,0,2,0
1343,202.7019925,transfer,4495,0.237148073,0,0,1,0
1344,129.8902979,transfer,1915,0.426100154,0,0,1,0
1345,135.7537905,online,4201,0.73056627,0,0,2,0
1346,55.42435794,online,4792,0.624335527,0,0,1,0
1347,42.45485327,online,330,0.237621218,0,0,4,0
1348,46.36856505,atm,660,0.503270448,0,0,5,0
1349,439.4063892,online,3689,0.926214105,0,0,5,0
1350,4.093574204,online,3119,0.815007777,0,0,2,0
1351,201.7642992,transfer,4917,0.323189785,0,0,4,0
1352,86.43517414,online,1973,0.982264561,0,0,2,0
1353,57.7349081,pos,1794,0.7086204,0,1,4,1
1354,129.1921567,online,3219,0.062449356,0,0,4,0
1355,66.68343036,atm,4558,0.035160713,0,0,7,0
1356,206.6906341,atm,2534,0.168407949,0,0,2,0
1357,230.962848,pos,2458,0.727855868,0,0,2,0
1358,54.76987014,atm,3101,0.183738926,0,0,9,0
1359,32.41079071,atm,4367,0.511486769,0,0,4,0
1360,89.73471219,transfer,2734,0.09326012,0,1,5,0
1361,243.455594,pos,4481,0.920886158,0,0,1,0
1362,23.6560899,transfer,4156,0.343960614,0,0,0,0
1363,97.54214577,transfer,220,0.908132057,0,0,4,0
1364,99.84780002,online,2819,0.944875642,0,0,3,0
1365,132.0930015,pos,1907,0.006128647,1,0,1,0
1366,14.10656297,online,2612,0.464135187,0,0,6,0
1367,125.8164909,online,2594,0.024656056,0,0,1,0
1368,239.7253206,transfer,96,0.908692766,0,0,0,0
1369,19.80645608,atm,989,0.518407545,1,0,1,0
1370,27.12095917,pos,1113,0.074944013,0,0,1,0
1371,355.4177039,atm,2279,0.110276728,0,0,6,0
1372,19.96430548,transfer,246,0.383509024,0,0,3,0
1373,192.6789768,transfer,2159,0.940234193,0,0,2,0
1374,67.78209426,transfer,4330,0.692909152,0,0,7,0
1375,28.399697,transfer,3350,0.867618866,0,0,4,0
1376,204.6006002,transfer,2726,0.366456646,0,0,2,0
1377,58.93373256,transfer,4078,0.0432137,0,0,2,0
1378,72.32298691,atm,4899,0.974317637,0,0,3,0
1379,44.50899592,online,2667,0.017172991,0,0,1,0
1380,89.88213427,atm,3200,0.947651653,0,0,1,0
1381,17.85572976,pos,2755,0.368677424,0,0,2,0
1382,49.60709064,atm,1418,0.010090405,1,0,3,0
1383,348.7158042,transfer,655,0.689157232,0,0,3,0
1384,29.85858804,atm,2443,0.980540304,0,0,6,0
1385,106.9257385,online,111,0.965625723,1,1,8,1
1386,39.33242044,pos,90,0.160937011,0,0,2,0
1387,148.4891691,atm,763,0.181247806,0,1,2,0
1388,14.02667796,online,3173,0.565538915,0,1,2,0
1389,350.0610454,atm,2180,0.637304826,1,0,1,0
1390,60.47509222,pos,2505,0.739417914,0,0,3,0
1391,26.92535435,atm,1465,0.18105036,0,0,1,0
1392,7.633772256,transfer,98,0.959007087,0,0,4,0
1393,18.60379401,atm,293,0.638739256,1,0,4,0
1394,73.34983454,online,1840,0.847046919,0,0,4,0
1395,41.09850798,atm,1735,0.540065715,1,0,2,0
1396,176.5409884,online,2620,0.414276848,0,0,1,0
1397,56.36771907,pos,4748,0.977182907,0,0,2,0
1398,28.5969237,atm,2197,0.582121371,0,0,2,0
1399,96.00989166,pos,3467,0.866873583,0,0,5,0
1400,122.6822607,pos,1907,0.953292396,0,0,3,0
1401,18.27719477,atm,1722,0.675354627,1,0,2,0
1402,18.34652701,online,3692,0.548938679,0,0,6,0
1403,3.736072801,pos,1817,0.003510851,1,0,4,0
1404,133.3330121,pos,253,0.040019641,0,0,4,0
1405,109.0062525,atm,4228,0.200851216,0,0,2,0
1406,64.36541696,atm,3520,0.186008432,0,0,1,0
1407,185.8992491,atm,1908,0.254758795,0,0,2,0
1408,163.8198321,atm,1911,0.304934638,0,0,5,0
1409,88.03310136,atm,2522,0.360065494,0,0,3,0
1410,202.7010627,transfer,3850,0.42053769,0,0,4,0
1411,23.04718504,atm,1059,0.098866338,0,0,1,0
1412,11.86930214,online,3539,0.042361932,0,0,4,0
1413,31.43678057,pos,2323,0.673944449,1,0,5,0
1414,5.878110673,online,187,0.537334825,0,0,3,0
1415,75.75140428,online,949,0.444144202,0,0,1,0
1416,275.8381205,transfer,2291,0.634439941,0,0,3,0
1417,4.013841641,atm,4360,0.827679407,0,0,2,0
1418,13.023388,pos,4618,0.427692909,0,1,5,0
1419,60.18432483,online,4879,0.641119465,1,0,3,0
1420,271.6208654,atm,4631,0.953572224,0,0,2,0
1421,38.00256111,atm,210,0.839624496,0,0,3,0
1422,70.77225038,transfer,2094,0.426000811,0,0,1,0
1423,4.2461733,transfer,3539,0.644716838,0,0,1,0
1424,16.05716513,transfer,1564,0.177070922,0,0,4,0
1425,431.4751085,pos,26,0.560522185,0,0,5,0
1426,335.5804308,online,175,0.981328291,0,0,1,0
1427,0.495222297,transfer,1335,0.518315115,1,1,3,0
1428,303.2640799,transfer,322,0.927638299,0,0,3,0
1429,101.9209614,transfer,4151,0.407334921,0,0,2,0
1430,202.4334567,online,4048,0.998844827,0,0,2,0
1431,60.64922691,online,3228,0.579220035,0,0,4,0
1432,72.48360687,transfer,1873,0.042268994,0,0,4,0
1433,67.10854995,transfer,2068,0.586754797,0,0,1,0
1434,109.9205237,atm,333,0.274572696,1,1,2,0
1435,15.04174542,transfer,2992,0.032481322,0,0,3,0
1436,3.043198092,pos,911,0.820853305,0,0,0,0
1437,36.8068088,pos,4497,0.275729637,0,0,1,0
1438,121.9698348,transfer,950,0.796548554,0,0,7,0
1439,22.54630544,online,2076,0.288217583,1,0,3,0
1440,111.9118409,atm,2515,0.194326354,1,0,2,0
1441,350.363039,online,3332,0.973935574,1,0,7,0
1442,9.860639372,transfer,3030,0.361645328,0,0,4,0
1443,111.6579084,pos,101,0.601376211,0,0,1,0
1444,58.65378398,atm,4647,0.609981493,0,0,3,0
1445,202.6031622,online,2401,0.560473482,0,0,2,0
1446,19.49810991,online,3372,0.914695744,0,0,3,0
1447,117.9689876,transfer,2344,0.674441071,1,0,11,0
1448,182.0870862,atm,353,0.403733004,0,0,4,0
1449,289.3432387,pos,2956,0.862380385,1,0,1,0
1450,114.9636235,transfer,1019,0.181062899,1,0,2,0
1451,68.75126126,atm,1180,0.544236758,1,0,3,0
1452,96.19348556,online,3537,0.950550372,0,0,2,0
1453,203.1832909,transfer,3651,0.62539763,0,0,2,0
1454,84.53890921,online,2503,0.81696845,0,0,2,0
1455,3.085831773,online,3820,0.653560726,0,0,2,0
1456,267.2905507,transfer,980,0.839370864,0,0,2,0
1457,116.9657536,transfer,4835,0.94448788,0,0,7,0
1458,112.8597544,transfer,977,0.272921728,0,0,3,0
1459,24.2931998,transfer,1372,0.169661081,0,0,0,0
1460,107.5536994,transfer,2281,0.48399075,0,1,5,0
1461,50.06515649,online,4577,0.701862427,1,0,2,0
1462,105.3351136,pos,108,0.227191253,0,0,4,0
1463,11.27130688,pos,973,0.00410145,0,0,2,0
1464,107.2492318,transfer,1627,0.342935116,0,0,3,0
1465,744.172291,online,704,0.968859335,0,0,3,0
1466,4.941299889,pos,875,0.694967461,0,0,8,0
1467,377.9863113,pos,3810,0.401325444,0,0,5,0
1468,52.24056825,pos,2412,0.192576097,1,0,7,0
1469,204.6033461,online,2108,0.356089674,0,0,3,0
1470,152.5030057,transfer,3554,0.169839433,0,0,2,0
1471,83.70551059,transfer,1274,0.106305821,0,1,4,0
1472,134.1126786,transfer,560,0.906742373,0,0,4,0
1473,210.7969101,atm,117,0.997650338,0,0,3,0
1474,51.77500786,atm,4970,0.16411444,0,0,3,0
1475,39.60592248,atm,3047,0.054522559,1,0,0,0
1476,110.1396317,online,44,0.329731107,0,0,3,0
1477,164.9457843,pos,509,0.461659181,0,0,1,0
1478,143.6683369,pos,3440,0.204821247,0,0,1,0
1479,159.8565476,online,3929,0.301424912,0,0,3,0
1480,57.19624967,online,4945,0.200870736,0,0,2,0
1481,170.2838106,transfer,917,0.774260568,0,0,3,0
1482,12.80709627,transfer,2946,0.712577943,0,0,3,0
1483,78.63356283,atm,799,0.634951516,0,0,1,0
1484,0.577530552,atm,4972,0.387217857,0,0,3,0
1485,39.24291909,online,1761,0.909040941,0,0,3,0
1486,45.64345626,atm,2334,0.969532542,0,0,4,0
1487,50.44670352,pos,3276,0.173639313,0,0,1,0
1488,118.8976502,online,819,0.223012641,0,0,1,0
1489,49.19353427,online,2169,0.525631028,0,0,2,0
1490,59.54645856,pos,3736,0.091250569,0,0,2,0
1491,27.12106487,transfer,3066,0.436448399,0,0,2,0
1492,46.72104006,transfer,3260,0.581791265,0,1,3,0
1493,25.78250975,pos,907,0.522073571,0,0,0,0
1494,7.601308826,pos,4109,0.330908583,0,0,6,0
1495,92.49495953,atm,603,0.542445806,1,0,2,0
1496,110.3261475,online,4296,0.958800954,0,0,5,0
1497,96.62437301,atm,2634,0.206017404,0,0,0,0
1498,62.2677615,pos,1792,0.654831358,1,0,2,0
1499,47.76903448,atm,3528,0.043396694,1,0,5,0
1500,199.0212722,pos,4544,0.066416404,0,0,4,0
1501,73.20580548,atm,1812,0.551828224,0,0,2,0
1502,65.23543915,atm,3912,0.10493918,0,0,2,0
1503,2.597655394,transfer,841,0.022346788,0,0,3,0
1504,41.74078814,pos,3143,0.171512998,0,0,1,0
1505,47.83513649,atm,4686,0.564849171,1,0,3,0
1506,50.88655142,online,2091,0.703340955,0,0,6,0
1507,86.79110549,atm,4616,0.202478564,0,0,2,0
1508,76.27171044,atm,1037,0.668259437,0,0,3,0
1509,93.62513583,online,725,0.182476331,0,0,1,0
1510,144.7673129,pos,988,0.613457427,0,0,0,0
1511,167.6570401,transfer,803,0.41195968,0,0,2,0
1512,126.6284744,transfer,2583,0.653799509,0,1,3,0
1513,311.2798725,transfer,3838,0.995052752,0,0,6,0
1514,1.840084458,online,527,0.937816965,1,0,1,0
1515,21.78799107,atm,1666,0.004281758,1,0,2,0
1516,0.759161853,pos,1139,0.885438764,0,0,4,0
1517,104.2632926,atm,460,0.066490795,1,0,3,0
1518,228.308201,transfer,2553,0.953046586,0,0,6,0
1519,27.90293443,atm,4421,0.281825679,0,0,2,0
1520,261.7769166,online,4675,0.38203483,0,0,4,0
1521,6.215990194,online,2809,0.091638205,0,0,6,0
1522,272.4728923,pos,2899,0.112272758,0,0,2,0
1523,43.32824793,pos,3244,0.726740565,0,0,3,0
1524,10.69404614,transfer,4069,0.944332236,0,0,1,0
1525,66.52825489,pos,2332,0.610748495,0,0,6,0
1526,29.67585631,atm,4571,0.715850016,0,1,4,1
1527,33.52949926,online,3686,0.761969745,0,0,2,0
1528,36.71437872,online,632,0.262814275,0,0,4,0
1529,162.468302,online,4799,0.045229631,1,0,4,0
1530,77.47071381,pos,2457,0.001872744,0,0,2,0
1531,37.29606958,online,982,0.350649283,0,0,5,0
1532,94.2464761,online,4655,0.241464228,0,0,2,0
1533,125.9311725,online,4318,0.062317725,0,0,2,0
1534,31.83117422,transfer,1557,0.179528292,0,0,3,0
1535,53.3666334,transfer,2206,0.124498898,0,0,4,0
1536,12.99789595,pos,4444,0.914878381,0,0,2,0
1537,19.98535677,online,4985,0.140267213,0,0,3,0
1538,114.2933693,pos,3956,0.537648464,0,1,5,0
1539,20.02065615,online,922,0.593105955,0,0,4,0
1540,74.47844997,online,405,0.543489458,0,0,2,0
1541,123.4590999,online,4773,0.099056434,0,0,4,0
1542,11.30308835,pos,4685,0.318798362,0,0,2,0
1543,83.77388726,pos,1621,0.051270332,0,1,3,0
1544,29.64709601,online,2953,0.395669914,1,0,2,0
1545,329.4862972,atm,3119,0.188598931,0,0,2,0
1546,66.07683713,pos,1595,0.561632533,0,0,4,0
1547,163.9858717,transfer,566,0.692808394,0,0,0,0
1548,79.901125,pos,4800,0.53211986,0,0,1,0
1549,4.438304928,online,2869,0.434236697,1,0,6,0
1550,100.2805984,atm,858,0.387333421,0,0,3,0
1551,302.420052,online,1285,0.841691768,0,0,4,0
1552,92.03284228,transfer,585,0.219368065,1,0,6,0
1553,171.0302215,pos,4328,0.73421834,1,0,4,0
1554,215.594653,pos,1246,0.757482325,0,0,3,0
1555,25.88740658,online,52,0.419200007,0,0,2,0
1556,23.83140942,online,2164,0.297300599,0,0,6,0
1557,94.41270647,transfer,538,0.470541486,0,0,8,0
1558,52.93774323,atm,541,0.093213926,1,0,5,0
1559,183.1714982,transfer,815,0.045930032,0,0,2,0
1560,230.2816354,atm,1416,0.111603199,0,0,1,0
1561,43.60604784,pos,2839,0.187145031,0,0,6,0
1562,27.03276146,atm,1653,0.50417682,0,0,3,0
1563,151.6519296,atm,2666,0.849136636,0,0,1,0
1564,32.13161227,pos,4515,0.235642332,0,0,2,0
1565,172.9428926,pos,4063,0.935162011,0,0,1,0
1566,55.11933008,pos,2357,0.954907909,0,0,5,0
1567,110.1265503,transfer,3811,0.958904605,1,0,3,0
1568,10.04120173,pos,864,0.837562735,0,0,2,0
1569,97.77920691,online,186,0.363825041,0,0,4,0
1570,60.1056138,pos,4357,0.072683911,0,0,5,0
1571,88.33601041,pos,1552,0.568818732,0,0,3,0
1572,18.39399149,pos,2208,0.558681444,0,0,2,0
1573,133.5121305,atm,762,0.849975767,0,0,6,0
1574,198.6294263,transfer,4320,0.995991051,0,0,0,0
1575,24.42903267,pos,1280,0.508157307,0,0,2,0
1576,10.06102113,transfer,4276,0.345204031,0,0,6,0
1577,2.392245993,online,4728,0.185901712,0,0,3,0
1578,102.7142688,online,3695,0.004799825,1,0,4,0
1579,93.41849733,pos,3282,0.509113692,0,0,1,0
1580,79.11954134,online,1537,0.555518667,1,1,4,0
1581,26.38966629,transfer,3165,0.82493848,0,0,2,0
1582,49.57826651,atm,2771,0.504576968,0,0,1,0
1583,90.25760475,pos,1964,0.916468349,0,0,2,0
1584,68.6701715,online,3846,0.628083477,0,0,3,0
1585,440.5133163,transfer,3436,0.840336238,0,1,3,1
1586,14.66916126,transfer,4711,0.148301735,0,0,3,0
1587,118.7917562,online,562,0.85533613,0,0,4,0
1588,51.80496008,transfer,2422,0.675143854,0,0,3,0
1589,55.89653257,transfer,4718,0.170233032,0,0,4,0
1590,126.4422861,pos,2136,0.189763558,0,0,3,0
1591,117.9072575,transfer,2062,0.926500619,0,0,1,0
1592,473.9386808,online,2181,0.03221536,0,0,1,0
1593,13.74181241,pos,1961,0.462534943,0,0,1,0
1594,10.993725,online,3880,0.31347529,0,0,4,0
1595,128.8582766,atm,3280,0.66507744,0,0,3,0
1596,86.36672505,online,3885,0.839629388,0,0,7,0
1597,32.04265925,online,3271,0.360378122,0,0,7,0
1598,8.275068735,pos,4688,0.426902087,0,0,4,0
1599,8.955087106,transfer,583,0.981917785,0,0,4,0
1600,224.6118512,online,1614,0.78391651,0,0,3,0
1601,21.30290319,pos,1102,0.897204131,1,0,10,0
1602,39.06329929,atm,289,0.438762221,0,0,3,0
1603,25.70318301,pos,3860,0.234076204,0,1,4,0
1604,43.84992348,pos,3061,0.411863465,0,0,2,0
1605,7.195136073,transfer,2927,0.716091918,0,0,5,0
1606,73.2012322,online,4103,0.109430405,0,0,2,0
1607,7.000684638,atm,1184,0.270469106,0,0,3,0
1608,161.1222042,pos,4336,0.0466359,0,0,2,0
1609,26.61973077,online,1447,0.432347738,0,0,3,0
1610,77.65546911,online,1750,0.827445736,0,0,4,0
1611,212.0922816,pos,1904,0.024663688,0,0,2,0
1612,105.233204,online,3176,0.675323527,0,0,5,0
1613,76.13356326,pos,1078,0.932495875,0,0,3,0
1614,39.20560425,pos,2378,0.236927862,0,0,3,0
1615,40.49681012,pos,848,0.693634841,0,0,4,0
